timestamp,lat,lon,incident_coords,incident_count,incident_magnitudes,incident_delays,incident_roads,incident_id,icon_category,start_time,end_time,from_location,to_location,length,time_validity,probability,num_reports,last_report,tmc_countryCode,tmc_tableNumber,tmc_tableVersion,tmc_direction,event_descriptions,avg_speed,free_flow_speed,jam_factor,temp,wind,rain
2025-09-08T18:11:10,48.8830447539,2.283235747,"[[2.283235747, 48.8830447539]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079224011000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,17e Arrondissement,Boulevard d'Aurelle de Paladines / Rue Gustave Charpentier,63.7892,present,probable,,,,,,,['Roadworks'],23,23,1.0,21.35,3.6,0.0
2025-09-08T18:11:30,48.8861306199,2.2881012741,"[[2.2881012741, 48.8861306199]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079320002000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Carrefour Bineau - Avenue de la Porte de Villiers (D908),Porte de Champerret - Périphérique Extérieur (D908),9.6929139947,present,probable,,,F,32,12.1,negative,['Roadworks'],12,15,1.253968253968254,21.35,3.6,0.0
2025-09-08T18:11:41,48.8867890845,2.2890521172,"[[2.2890521172, 48.8867890845]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079368002000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Rue du Caporal Peugeot (Rue Jean Oestreicher),Avenue de la Porte de Champerret (Rue Jean Oestreicher),34.4532118454,present,probable,,,F,32,12.1,positive,['Roadworks'],29,29,1.0,21.35,3.6,0.0
2025-09-08T18:11:51,48.8825565603,2.2867360297,"[[2.2867360297, 48.8825565603]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079300042000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Boulevard Pershing (Boulevard Gouvion-Saint-Cyr),Porte de Champerret - Place Stuart Merril (Avenue Stéphane Mallarmé - Avenue Paul Adam),502.5327931492,present,probable,,,F,32,12.1,positive,['Roadworks'],16,16,1.0,21.35,3.6,0.0
2025-09-08T18:12:01,48.8890381166,2.2904629592,"[[2.2904629592, 48.8890381166]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-08 08:38:58+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,193.7700344315,present,probable,,,,,,,['Closed'],29,29,1.0,21.35,3.6,0.0
2025-09-08T18:12:11,48.8872786146,2.2910704795,"[[2.2910704795, 48.8872786146]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38505964772018000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Boulevard de la Somme / Rue du Caporal Peugeot,17e Arrondissement,189.2726137376,present,probable,,,,,,,['Roadworks'],49,49,1.0,21.35,3.6,0.0
2025-09-08T18:12:21,48.8891092119,2.2969941381,"[[2.2969941381, 48.8891092119]]",1,[3],[303],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38505964844013000,6,2025-09-08 20:06:30+02:00,2025-09-08 20:33:36+02:00,Porte d'Asnières - Avenue de la Porte d'Asnières - D909 (Boulevard de Reims),Porte de Courcelles - Rue de Courcelles (Boulevard de Reims),181.347714404,present,certain,,,F,32,12.1,negative,['Stationary traffic'],59,59,1.0,21.35,3.6,0.0
2025-09-08T18:12:32,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164022000,8,2025-09-08 19:52:30+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],26,26,1.0,21.35,3.6,0.0
2025-09-08T18:12:42,48.8838212678,2.3089326504,"[[2.3089326504, 48.8838212678]]",1,[1],[219],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38508850352027000,6,2025-09-08 20:04:00+02:00,2025-09-08 20:29:36+02:00,Place du Général Catroux - Avenue de Villiers (Boulevard Malesherbes),Place de Wagram (Boulevard Malesherbes),479.2188882237,present,certain,,,F,32,12.1,negative,['Slow traffic'],13,19,1.463768115942029,21.35,3.6,0.0
2025-09-08T18:12:52,48.8878338358,2.3103689734,"[[2.3103689734, 48.8878338358]]",1,[2],[90],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38508850316023000,6,2025-09-08 19:45:05+02:00,2025-09-08 20:29:36+02:00,Boulevard Péreire,Rue de Tocqueville,179.7300827369,present,certain,,,,,,,['Queuing traffic'],15,19,1.265625,21.35,3.6,0.0
2025-09-08T18:13:02,48.9016619467,2.3109818581,"[[2.3109818581, 48.9016619467]]",1,[2],[141],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38494423104022000,6,2025-09-08 20:03:00+02:00,2025-09-08 20:29:36+02:00,Boulevard du Général Leclerc (D110) / Rue Georges Soret,Rue Martre (D19),228.640836766,present,certain,,,,,,,['Queuing traffic'],14,14,1.0,21.35,3.6,0.0
2025-09-08T18:13:12,48.875309272,2.3157843534,"[[2.3157843534, 48.875309272]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506568013000,9,2025-06-08 13:22:00+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann,Rue La Boétie,108.9761490671,present,probable,,,,,,,['Roadworks'],21,21,1.0,21.35,3.6,0.0
2025-09-08T18:13:22,48.8743289252,2.3158460442,"[[2.3158460442, 48.8743289252]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506424005000,9,2025-07-27 20:14:35+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann (Rue de Miromesnil),Rue La Boétie (Rue de Miromesnil),44.6630136647,present,probable,,,F,32,12.1,positive,['Roadworks'],15,22,1.475,21.35,3.6,0.0
2025-09-08T18:13:33,48.8935724137,2.3226977471,"[[2.3226977471, 48.8935724137]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436021000,8,2025-09-08 12:38:15+02:00,,Rue Sauffroy / Rue de la Jonquière,Boulevard Bessières / Rue Jacques Kellner,218.4912337085,present,probable,,,,,,,['Closed'],22,22,1.0,21.35,3.6,0.0
2025-09-08T18:13:43,48.8753495153,2.3246624652,"[[2.3246624652, 48.8753495153]]",1,[2],[161],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38517506528011000,6,2025-09-08 19:31:30+02:00,2025-09-08 20:29:36+02:00,Place Gabriel Péri (Rue Saint-Lazare),Rue d'Amsterdam - Rue du Havre (Rue Saint-Lazare),146.192040917,present,certain,,,F,32,12.1,positive,['Queuing traffic'],10,10,1.0,21.35,3.6,0.0
2025-09-08T18:13:53,48.8884172138,2.2929922823,"[[2.2929922823, 48.8884172138]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079452361000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Porte de Champerret (Périphérique Intérieur),Porte de la Chapelle - A1 - N1 (Périphérique Intérieur),4478.236859921,present,probable,,,F,32,12.1,positive,['Roadworks'],59,59,1.0,21.35,3.6,0.0
2025-09-08T18:14:03,48.8884172138,2.2929922823,"[[2.2929922823, 48.8884172138]]",1,[1],[43],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38503079460025001,6,2025-09-08 15:11:42+02:00,2025-09-08 20:29:36+02:00,Porte de Champerret (Périphérique Intérieur),Porte de la Chapelle - A1 - N1 (Périphérique Intérieur),4478.236859921,present,certain,,,F,32,12.1,positive,"['Heavy traffic', 'Roadworks']",59,59,1.0,21.35,3.6,0.0
2025-09-08T18:14:44,48.8830447539,2.283235747,"[[2.283235747, 48.8830447539]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079224011000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,17e Arrondissement,Boulevard d'Aurelle de Paladines / Rue Gustave Charpentier,63.7892,present,probable,,,,,,,['Roadworks'],23,23,1.0,21.35,3.6,0.0
2025-09-08T18:14:54,48.8888396556,2.2810215834,"[[2.2810215834, 48.8888396556]]",1,[3],[224],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38503079340021000,6,2025-09-08 20:11:30+02:00,2025-09-08 20:36:00+02:00,Boulevard du Château (D16) / Place de la Libération (D16),Carrefour Bineau,282.432987095,present,certain,,,,,,,['Stationary traffic'],29,29,1.0,21.35,3.6,0.0
2025-09-08T18:15:04,48.8861306199,2.2881012741,"[[2.2881012741, 48.8861306199]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079320002000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Carrefour Bineau - Avenue de la Porte de Villiers (D908),Porte de Champerret - Périphérique Extérieur (D908),9.6929139947,present,probable,,,F,32,12.1,negative,['Roadworks'],16,16,1.0,21.35,3.6,0.0
2025-09-08T18:15:14,48.8834752333,2.2881294373,"[[2.2881294373, 48.8834752333]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079300042000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Boulevard Pershing (Boulevard Gouvion-Saint-Cyr),Porte de Champerret - Place Stuart Merril (Avenue Stéphane Mallarmé - Avenue Paul Adam),358.2291113444,present,probable,,,F,32,12.1,positive,['Roadworks'],16,16,1.0,21.35,3.6,0.0
2025-09-08T18:15:24,48.8890381166,2.2904629592,"[[2.2904629592, 48.8890381166]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-08 08:38:58+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,193.7700344315,present,probable,,,,,,,['Closed'],29,29,1.0,21.35,3.6,0.0
2025-09-08T18:15:34,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164022000,8,2025-09-08 19:52:30+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],22,25,1.1372549019607843,21.35,3.6,0.0
2025-09-08T18:15:45,48.8841511503,2.3085088614,"[[2.3085088614, 48.8841511503]]",1,[1],[128],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38508850352027000,6,2025-09-08 20:04:00+02:00,2025-09-08 20:33:00+02:00,Place du Général Catroux - Avenue de Villiers (Boulevard Malesherbes),Place de Wagram (Boulevard Malesherbes),430.6644384545,present,certain,,,F,32,12.1,negative,['Slow traffic'],17,21,1.2419354838709677,21.35,3.6,0.0
2025-09-08T18:15:55,48.8878338358,2.3103689734,"[[2.3103689734, 48.8878338358]]",1,[2],[90],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38508850316023000,6,2025-09-08 19:45:05+02:00,2025-09-08 20:33:00+02:00,Boulevard Péreire,Rue de Tocqueville,179.7300827369,present,certain,,,,,,,['Queuing traffic'],15,18,1.2,21.35,3.6,0.0
2025-09-08T18:16:05,48.9016619467,2.3109818581,"[[2.3109818581, 48.9016619467]]",1,[2],[141],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38494423104022000,6,2025-09-08 20:03:00+02:00,2025-09-08 20:33:00+02:00,Boulevard du Général Leclerc (D110) / Rue Georges Soret,Rue Martre (D19),228.640836766,present,certain,,,,,,,['Queuing traffic'],14,14,1.0,21.35,3.6,0.0
2025-09-08T18:16:15,48.875309272,2.3157843534,"[[2.3157843534, 48.875309272]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506568013000,9,2025-06-08 13:22:00+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann,Rue La Boétie,108.9761490671,present,probable,,,,,,,['Roadworks'],21,21,1.0,21.35,3.6,0.0
2025-09-08T18:16:25,48.8743289252,2.3158460442,"[[2.3158460442, 48.8743289252]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506424005000,9,2025-07-27 20:14:35+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann (Rue de Miromesnil),Rue La Boétie (Rue de Miromesnil),44.6630136647,present,probable,,,F,32,12.1,positive,['Roadworks'],16,22,1.3833333333333333,21.35,3.6,0.0
2025-09-08T18:16:36,48.8935724137,2.3226977471,"[[2.3226977471, 48.8935724137]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436021000,8,2025-09-08 12:38:15+02:00,,Rue Sauffroy / Rue de la Jonquière,Boulevard Bessières / Rue Jacques Kellner,218.4912337085,present,probable,,,,,,,['Closed'],22,22,1.0,21.35,3.6,0.0
2025-09-08T18:16:46,48.8752904734,2.3242306296,"[[2.3242306296, 48.8752904734]]",1,[3],[56],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38517506528003000,6,2025-09-08 20:13:00+02:00,2025-09-08 20:33:00+02:00,Place Gabriel Péri / Rue de Rome,Place du Havre,32.2565506243,present,certain,,,,,,,['Stationary traffic'],17,17,1.0,21.35,3.6,0.0
2025-09-08T18:16:56,48.8753495153,2.3246624652,"[[2.3246624652, 48.8753495153]]",1,[3],[155],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38517506528011000,6,2025-09-08 19:31:30+02:00,2025-09-08 20:33:00+02:00,Place Gabriel Péri (Rue Saint-Lazare),Rue d'Amsterdam - Rue du Havre (Rue Saint-Lazare),117.9764329078,present,certain,,,F,32,12.1,positive,['Stationary traffic'],10,10,1.0,21.35,3.6,0.0
2025-09-08T18:17:36,48.8830447539,2.283235747,"[[2.283235747, 48.8830447539]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079224011000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,17e Arrondissement,Boulevard d'Aurelle de Paladines / Rue Gustave Charpentier,63.7892,present,probable,,,,,,,['Roadworks'],23,23,1.0,21.35,3.6,0.0
2025-09-08T18:17:57,48.8861306199,2.2881012741,"[[2.2881012741, 48.8861306199]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079320002000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Carrefour Bineau - Avenue de la Porte de Villiers (D908),Porte de Champerret - Périphérique Extérieur (D908),9.6929139947,present,probable,,,F,32,12.1,negative,['Roadworks'],16,16,1.0,21.35,3.6,0.0
2025-09-08T18:18:07,48.8834752333,2.2881294373,"[[2.2881294373, 48.8834752333]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079300042000,9,2025-09-08 19:30:00+02:00,2025-09-09 04:00:00+02:00,Boulevard Pershing (Boulevard Gouvion-Saint-Cyr),Porte de Champerret - Place Stuart Merril (Avenue Stéphane Mallarmé - Avenue Paul Adam),358.2291113444,present,probable,,,F,32,12.1,positive,['Roadworks'],16,16,1.0,21.35,3.6,0.0
2025-09-08T18:18:17,48.8890381166,2.2904629592,"[[2.2904629592, 48.8890381166]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-08 08:38:58+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,193.7700344315,present,probable,,,,,,,['Closed'],29,29,1.0,21.35,3.6,0.0
2025-09-08T18:18:27,48.8891092119,2.2969941381,"[[2.2969941381, 48.8891092119]]",1,[2],[128],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38505964844013000,6,2025-09-08 20:15:30+02:00,2025-09-08 20:38:00+02:00,Porte d'Asnières - Avenue de la Porte d'Asnières - D909 (Boulevard de Reims),Porte de Courcelles - Rue de Courcelles (Boulevard de Reims),181.347714404,present,certain,,,F,32,12.1,negative,['Queuing traffic'],59,59,1.0,21.35,3.6,0.0
2025-09-08T18:18:37,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164022000,8,2025-09-08 19:52:30+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],20,25,1.2549019607843137,21.35,3.6,0.0
2025-09-08T18:18:48,48.8878338358,2.3103689734,"[[2.3103689734, 48.8878338358]]",1,[3],[125],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38508850316023000,6,2025-09-08 19:45:05+02:00,2025-09-08 20:36:00+02:00,Boulevard Péreire,Rue de Tocqueville,179.7300827369,present,certain,,,,,,,['Stationary traffic'],19,19,1.0,21.35,3.6,0.0
2025-09-08T18:18:58,48.9016619467,2.3109818581,"[[2.3109818581, 48.9016619467]]",1,[2],[141],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38494423104022000,6,2025-09-08 20:03:00+02:00,2025-09-08 20:36:00+02:00,Boulevard du Général Leclerc (D110) / Rue Georges Soret,Rue Martre (D19),228.640836766,present,certain,,,,,,,['Queuing traffic'],14,14,1.0,21.35,3.6,0.0
2025-09-08T18:19:08,48.875309272,2.3157843534,"[[2.3157843534, 48.875309272]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506568013000,9,2025-06-08 13:22:00+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann,Rue La Boétie,108.9761490671,present,probable,,,,,,,['Roadworks'],21,21,1.0,21.35,3.6,0.0
2025-09-08T18:19:18,48.8743289252,2.3158460442,"[[2.3158460442, 48.8743289252]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506424005000,9,2025-07-27 20:14:35+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann (Rue de Miromesnil),Rue La Boétie (Rue de Miromesnil),44.6630136647,present,probable,,,F,32,12.1,positive,['Roadworks'],18,23,1.2782608695652173,21.35,3.6,0.0
2025-09-08T18:19:28,48.8935724137,2.3226977471,"[[2.3226977471, 48.8935724137]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436021000,8,2025-09-08 12:38:15+02:00,,Rue Sauffroy / Rue de la Jonquière,Boulevard Bessières / Rue Jacques Kellner,218.4912337085,present,probable,,,,,,,['Closed'],22,22,1.0,21.35,3.6,0.0
2025-09-08T18:19:39,48.8752904734,2.3242306296,"[[2.3242306296, 48.8752904734]]",1,[3],[46],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38517506528003000,6,2025-09-08 20:13:00+02:00,2025-09-08 20:36:00+02:00,Place Gabriel Péri / Rue de Rome,Place du Havre,32.2565506243,present,certain,,,,,,,['Stationary traffic'],17,17,1.0,21.35,3.6,0.0
2025-09-08T18:19:49,48.8753495153,2.3246624652,"[[2.3246624652, 48.8753495153]]",1,[3],[146],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38517506528011000,6,2025-09-08 19:31:30+02:00,2025-09-08 20:36:00+02:00,Place Gabriel Péri (Rue Saint-Lazare),Rue d'Amsterdam - Rue du Havre (Rue Saint-Lazare),117.9764329078,present,certain,,,F,32,12.1,positive,['Stationary traffic'],10,10,1.0,21.35,3.6,0.0
2025-09-10T14:43:49,48.8897851629,2.291077185,"[[2.291077185, 48.8897851629]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-09 00:16:00+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,99.3237,present,probable,,,,,,,['Closed'],29,29,1.0,20.64,6.69,0.24
2025-09-10T14:44:09,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164006000,8,2025-09-10 08:31:56+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],26,26,1.0,20.64,6.69,0.24
2025-09-10T14:44:19,48.900953868,2.3146041814,"[[2.3146041814, 48.900953868]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38494423136015001,8,2025-09-10 08:00:27+02:00,2025-09-10 18:00:00+02:00,Boulevard Victor Hugo (D912),Rue Klock,58.3914608889,present,certain,,,,,,,"['Closed', 'Roadworks']",14,14,1.0,20.64,6.69,0.24
2025-09-10T14:44:29,48.875309272,2.3157843534,"[[2.3157843534, 48.875309272]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506568013000,9,2025-06-08 13:22:00+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann,Rue La Boétie,108.9761490671,present,probable,,,,,,,['Roadworks'],21,21,1.0,20.64,6.69,0.24
2025-09-10T14:44:40,48.8743289252,2.3158460442,"[[2.3158460442, 48.8743289252]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506424005000,9,2025-07-27 20:14:35+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann (Rue de Miromesnil),Rue La Boétie (Rue de Miromesnil),44.6630136647,present,probable,,,F,32,12.1,positive,['Roadworks'],23,23,1.0,20.64,6.69,0.24
2025-09-10T14:44:50,48.8778117345,2.3167070333,"[[2.3167070333, 48.8778117345]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506532014000,9,2025-09-10 14:12:12+02:00,,Boulevard Malesherbes,Rue de Madrid / Rue du Général Foy,105.3193589579,present,probable,,,,,,,['Roadworks'],25,25,1.0,20.64,6.69,0.24
2025-09-10T14:45:00,48.8935724137,2.3226977471,"[[2.3226977471, 48.8935724137]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436021000,8,2025-09-09 04:43:30+02:00,,Rue Sauffroy / Rue de la Jonquière,Boulevard Bessières / Rue Jacques Kellner,218.4912337085,present,probable,,,,,,,['Closed'],22,22,1.0,20.64,6.69,0.24
2025-09-10T14:45:10,48.895309156,2.324095178,"[[2.324095178, 48.895309156]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436013000,8,2025-09-09 08:55:57+02:00,2025-09-26 17:00:00+02:00,Rue de la Jonquière - Rue Sauffroy (Rue Lantiez),Rue Navier (Rue Lantiez),69.0657853917,present,certain,,,F,32,12.1,positive,"['Closed', 'Roadworks']",12,12,1.0,20.64,6.69,0.24
2025-09-10T14:45:20,48.8957597535,2.3291940573,"[[2.3291940573, 48.8957597535]]",1,[1],[137],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38505965012014000,6,2025-09-10 16:34:23+02:00,2025-09-10 17:01:22+02:00,Place Noël Veg,Rue Lantiez,322.4439747454,present,certain,,,,,,,['Slow traffic'],10,15,1.503875968992248,20.64,6.69,0.24
2025-09-10T14:46:01,48.8897851629,2.291077185,"[[2.291077185, 48.8897851629]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-09 00:16:00+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,99.3237,present,probable,,,,,,,['Closed'],29,29,1.0,20.64,6.69,0.24
2025-09-10T14:46:11,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164006000,8,2025-09-10 08:31:56+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],22,26,1.183673469387755,20.64,6.69,0.24
2025-09-10T14:46:21,48.900953868,2.3146041814,"[[2.3146041814, 48.900953868]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38494423136015001,8,2025-09-10 08:00:27+02:00,2025-09-10 18:00:00+02:00,Boulevard Victor Hugo (D912),Rue Klock,58.3914608889,present,certain,,,,,,,"['Closed', 'Roadworks']",14,14,1.0,20.64,6.69,0.24
2025-09-10T14:46:31,48.875309272,2.3157843534,"[[2.3157843534, 48.875309272]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506568013000,9,2025-06-08 13:22:00+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann,Rue La Boétie,108.9761490671,present,probable,,,,,,,['Roadworks'],21,21,1.0,20.64,6.69,0.24
2025-09-10T14:46:41,48.8743289252,2.3158460442,"[[2.3158460442, 48.8743289252]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506424005000,9,2025-07-27 20:14:35+02:00,2025-12-12 23:55:00+01:00,Boulevard Haussmann (Rue de Miromesnil),Rue La Boétie (Rue de Miromesnil),44.6630136647,present,probable,,,F,32,12.1,positive,['Roadworks'],23,23,1.0,20.64,6.69,0.24
2025-09-10T14:46:52,48.8778117345,2.3167070333,"[[2.3167070333, 48.8778117345]]",1,[0],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38517506532014000,9,2025-09-10 14:12:12+02:00,,Boulevard Malesherbes,Rue de Madrid / Rue du Général Foy,105.3193589579,present,probable,,,,,,,['Roadworks'],25,25,1.0,20.64,6.69,0.24
2025-09-10T14:47:02,48.8935724137,2.3226977471,"[[2.3226977471, 48.8935724137]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436021000,8,2025-09-09 04:43:30+02:00,,Rue Sauffroy / Rue de la Jonquière,Boulevard Bessières / Rue Jacques Kellner,218.4912337085,present,probable,,,,,,,['Closed'],22,22,1.0,20.64,6.69,0.24
2025-09-10T14:47:12,48.895309156,2.324095178,"[[2.324095178, 48.895309156]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079436013000,8,2025-09-09 08:55:57+02:00,2025-09-26 17:00:00+02:00,Rue de la Jonquière - Rue Sauffroy (Rue Lantiez),Rue Navier (Rue Lantiez),69.0657853917,present,certain,,,F,32,12.1,positive,"['Closed', 'Roadworks']",12,12,1.0,20.64,6.69,0.24
2025-09-10T14:47:22,48.8958308392,2.3298243765,"[[2.3298243765, 48.8958308392]]",1,[2],[196],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTL38505965012014000,6,2025-09-10 16:34:23+02:00,2025-09-10 17:03:55+02:00,Place Noël Veg,Rue Jean Leclaire,231.8294366494,present,certain,,,,,,,['Queuing traffic'],11,15,1.3643410852713178,20.64,6.69,0.24
2025-09-10T14:48:03,48.8897851629,2.291077185,"[[2.291077185, 48.8897851629]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38503079292014000,8,2025-09-09 00:16:00+02:00,,Rue Jacques Ibert (D17),Rue du Président Wilson,99.3237,present,probable,,,,,,,['Closed'],29,29,1.0,20.64,6.69,0.24
2025-09-10T14:48:13,48.8780518034,2.3052633885,"[[2.3052633885, 48.8780518034]]",1,[4],[None],[[]],TTI-118583b3-db60-4839-baeb-3fcce9926448-TTR38514621164006000,8,2025-09-10 08:31:56+02:00,,Avenue Hoche / Avenue Van Dyck,Boulevard de Courcelles,169.6793749871,present,probable,,,,,,,['Closed'],22,26,1.183673469387755,20.64,6.69,0.24
