strategy,target,model_type,metric,value,mae,r2,medae,model_path
incident_analysis,jam_factor,regressor,rmse,0.022648522898800927,0.005370861091246629,0.9812170508993493,1.5543122344752192e-15,/home/mvilla/DST_MLOPS/project/traffic_prediction/model/model_incident_analysis_jam_factor.joblib
incident_analysis,incident_duration_min,regressor,rmse,274.89119196108476,9.397802724257515,0.6571792080405257,5.046284291362312,/home/mvilla/DST_MLOPS/project/traffic_prediction/model/model_incident_analysis_incident_duration_min.joblib
incident_analysis,mean_magnitude,regressor,rmse,0.1002531346854516,0.1405472539209843,0.9605335835055324,0.0,/home/mvilla/DST_MLOPS/project/traffic_prediction/model/model_incident_analysis_mean_magnitude.joblib
